0.095900 0.102757 0.106744
0.091735 0.105358 0.113554
0.087509 0.107803 0.120430
0.083229 0.110091 0.127372
0.078899 0.112222 0.134381
0.074525 0.114195 0.141457
0.070112 0.116012 0.148601
0.065665 0.117670 0.155814
0.061189 0.119171 0.163095
0.056690 0.120516 0.170446
0.052171 0.121704 0.177865
0.047639 0.122735 0.185355
0.043098 0.123612 0.192916
0.038553 0.124335 0.200547
0.034009 0.124904 0.208249
0.029470 0.125321 0.216023
0.024941 0.125588 0.223869
0.020427 0.125705 0.231787
0.015932 0.125674 0.239778
0.011460 0.125497 0.247841
0.007016 0.125175 0.255978
0.002603 0.124710 0.264189
-0.001773 0.124104 0.272473
-0.006109 0.123360 0.280831
-0.010401 0.122479 0.289263
-0.014645 0.121463 0.297770
-0.018837 0.120315 0.306351
-0.022974 0.119038 0.315008
-0.027052 0.117633 0.323739
-0.031067 0.116103 0.332545
-0.035017 0.114450 0.341427
-0.038897 0.112679 0.350383
-0.042705 0.110790 0.359415
-0.046437 0.108787 0.368522
-0.050091 0.106674 0.377705
-0.053663 0.104452 0.386962
-0.057150 0.102124 0.396295
-0.060551 0.099695 0.405703
-0.063862 0.097166 0.415185
-0.067081 0.094542 0.424742
-0.070206 0.091824 0.434374
-0.073233 0.089017 0.444080
-0.076161 0.086124 0.453860
-0.078988 0.083147 0.463713
-0.081712 0.080091 0.473640
-0.084330 0.076958 0.483639
-0.086841 0.073752 0.493711
-0.089243 0.070476 0.503854
-0.091535 0.067134 0.514069
-0.093714 0.063730 0.524354
-0.095780 0.060265 0.534710
-0.097731 0.056745 0.545135
-0.099566 0.053173 0.555628
-0.101283 0.049551 0.566190
-0.102882 0.045884 0.576818
-0.104361 0.042175 0.587512
-0.105720 0.038427 0.598272
-0.106957 0.034644 0.609096
-0.108073 0.030830 0.619983
-0.109065 0.026988 0.630931
-0.109934 0.023122 0.641941
-0.110680 0.019235 0.653010
-0.111301 0.015330 0.664138
-0.111798 0.011412 0.675323
-0.112169 0.007483 0.686563
-0.112416 0.003547 0.697857
-0.112538 -0.000391 0.709205
-0.112535 -0.004330 0.720603
-0.112406 -0.008265 0.732050
-0.112153 -0.012193 0.743545
-0.111775 -0.016111 0.755086
-0.111273 -0.020014 0.766672
-0.110647 -0.023900 0.778299
-0.109897 -0.027765 0.789967
-0.109024 -0.031606 0.801673
-0.108028 -0.035419 0.813415
-0.106911 -0.039201 0.825192
-0.105673 -0.042949 0.837000
-0.104315 -0.046659 0.848838
-0.102837 -0.050327 0.860704
-0.101241 -0.053952 0.872594
-0.099527 -0.057528 0.884507
-0.097697 -0.061054 0.896441
-0.095752 -0.064525 0.908392
-0.093693 -0.067939 0.920358
-0.091522 -0.071292 0.932336
-0.089239 -0.074581 0.944324
-0.086847 -0.077803 0.956320
-0.084347 -0.080954 0.968320
-0.081740 -0.084032 0.980321
-0.079028 -0.087034 0.992321
-0.076212 -0.089956 1.004317
-0.073296 -0.092795 1.016306
-0.070280 -0.095548 1.028285
-0.067166 -0.098213 1.040251
-0.063957 -0.100785 1.052201
-0.060655 -0.103263 1.064133
-0.057262 -0.105643 1.076043
-0.053780 -0.107923 1.087927
-0.050211 -0.110099 1.099784
-0.046558 -0.112169 1.111610
-0.042824 -0.114129 1.123401
-0.039011 -0.115978 1.135156
-0.035121 -0.117712 1.146870
-0.031158 -0.119328 1.158542
-0.027125 -0.120825 1.170167
-0.023023 -0.122199 1.181742
-0.018857 -0.123448 1.193266
-0.014630 -0.124568 1.204734
-0.010344 -0.125559 1.216144
-0.006002 -0.126417 1.227493
-0.001610 -0.127141 1.238778
0.002832 -0.127726 1.249996
0.007318 -0.128173 1.261144
0.011845 -0.128477 1.272220
0.016409 -0.128638 1.283220
0.021007 -0.128653 1.294143
0.025635 -0.128520 1.304985
0.030288 -0.128238 1.315745
0.034963 -0.127804 1.326418
0.039655 -0.127216 1.337004
0.044361 -0.126474 1.347499
0.049074 -0.125576 1.357902
0.053792 -0.124519 1.368210
0.058510 -0.123303 1.378420
0.063223 -0.121927 1.388532
0.067925 -0.120389 1.398542
0.072613 -0.118689 1.408449
0.077282 -0.116825 1.418252
0.081926 -0.114796 1.427947
0.086540 -0.112603 1.437535
0.091119 -0.110244 1.447012
0.095659 -0.107720 1.456378
0.100152 -0.105029 1.465631
0.104595 -0.102172 1.474770
0.108982 -0.099150 1.483793
0.113306 -0.095961 1.492700
0.117563 -0.092607 1.501489
0.121746 -0.089088 1.510159
0.125851 -0.085405 1.518710
0.129870 -0.081559 1.527140
0.133799 -0.077551 1.535449
0.137631 -0.073381 1.543637
0.141361 -0.069053 1.551702
0.144981 -0.064567 1.559644
0.148488 -0.059925 1.567464
0.151873 -0.055129 1.575160
0.155132 -0.050182 1.582732
0.158257 -0.045086 1.590180
0.161244 -0.039843 1.597504
0.164086 -0.034458 1.604705
0.166776 -0.028933 1.611781
0.169310 -0.023271 1.618734
0.171680 -0.017476 1.625563
0.173880 -0.011552 1.632269
0.175906 -0.005503 1.638853
0.177750 0.000667 1.645313
0.179407 0.006953 1.651652
0.180871 0.013349 1.657869
0.182136 0.019852 1.663965
0.183197 0.026455 1.669940
0.184048 0.033153 1.675796
0.184683 0.039941 1.681533
0.185098 0.046811 1.687152
0.185287 0.053758 1.692653
0.185245 0.060776 1.698038
0.184966 0.067856 1.703307
0.184447 0.074992 1.708461
0.183683 0.082178 1.713502
0.182668 0.089404 1.718430
0.181399 0.096663 1.723246
0.179872 0.103948 1.727952
0.178083 0.111249 1.732548
0.176028 0.118559 1.737036
0.173704 0.125868 1.741416
0.171108 0.133168 1.745691
0.168236 0.140449 1.749860
0.165086 0.147701 1.753926
0.161657 0.154916 1.757890
0.157945 0.162083 1.761752
0.153949 0.169192 1.765514
0.149668 0.176233 1.769178
0.145100 0.183196 1.772745
0.140244 0.190070 1.776215
0.135101 0.196844 1.779591
0.129670 0.203507 1.782873
0.123952 0.210049 1.786064
0.117946 0.216459 1.789163
0.111655 0.222724 1.792173
0.105079 0.228834 1.795096
0.098220 0.234778 1.797931
0.091082 0.240544 1.800680
0.083665 0.246120 1.803346
0.075974 0.251494 1.805929
0.068012 0.256656 1.808429
0.059783 0.261593 1.810850
0.051291 0.266294 1.813191
0.042542 0.270748 1.815455
0.033540 0.274942 1.817641
0.024292 0.278865 1.819752
0.014804 0.282505 1.821788
0.005082 0.285852 1.823751
-0.004866 0.288894 1.825641
-0.015032 0.291620 1.827460
-0.025408 0.294019 1.829209
-0.035985 0.296079 1.830888
-0.046755 0.297791 1.832499
-0.057707 0.299144 1.834042
-0.068832 0.300127 1.835518
-0.080118 0.300731 1.836928
-0.091554 0.300946 1.838272
-0.103129 0.300762 1.839551
-0.114831 0.300170 1.840767
-0.126647 0.299162 1.841918
-0.138564 0.297728 1.843006
-0.150568 0.295861 1.844032
-0.162646 0.293554 1.844995
-0.174783 0.290797 1.845896
-0.186964 0.287586 1.846735
-0.199173 0.283913 1.847512
-0.211395 0.279772 1.848228
-0.223615 0.275158 1.848883
-0.235814 0.270065 1.849476
-0.247977 0.264490 1.850009
-0.260086 0.258429 1.850479
-0.272124 0.251878 1.850889
-0.284071 0.244834 1.851237
-0.295911 0.237296 1.851523
-0.307623 0.229262 1.851748
-0.319191 0.220731 1.851911
-0.330593 0.211702 1.852011
-0.341811 0.202178 1.852050
-0.352825 0.192158 1.852026
-0.363615 0.181645 1.851939
-0.374162 0.170642 1.851790
-0.384444 0.159152 1.851577
-0.394441 0.147179 1.851301
-0.404134 0.134729 1.850962
-0.413500 0.121807 1.850558
-0.422521 0.108421 1.850092
-0.431175 0.094576 1.849561
-0.439442 0.080283 1.848966
-0.447301 0.065550 1.848307
-0.454732 0.050387 1.847584
-0.461714 0.034805 1.846797
-0.468227 0.018817 1.845947
-0.474251 0.002433 1.845032
-0.479767 -0.014331 1.844054
-0.484754 -0.031461 1.843012
-0.489193 -0.048942 1.841907
-0.493067 -0.066758 1.840739
-0.496355 -0.084892 1.839508
-0.499039 -0.103326 1.838215
-0.501103 -0.122041 1.836860
-0.502529 -0.141017 1.835443
-0.503299 -0.160233 1.833964
-0.503398 -0.179669 1.832425
-0.502810 -0.199302 1.830825
-0.501520 -0.219109 1.829165
-0.499515 -0.239066 1.827444
-0.496779 -0.259149 1.825664
-0.493301 -0.279332 1.823825
-0.489068 -0.299588 1.821927
-0.484070 -0.319892 1.819969
-0.478295 -0.340215 1.817953
-0.471734 -0.360529 1.815878
-0.464380 -0.380805 1.813744
-0.456224 -0.401014 1.811551
-0.447259 -0.421126 1.809299
-0.437481 -0.441109 1.806988
-0.426885 -0.460933 1.804616
-0.415468 -0.480566 1.802184
-0.403228 -0.499976 1.799692
-0.390163 -0.519130 1.797137
-0.376274 -0.537995 1.794520
-0.361562 -0.556538 1.791840
-0.346031 -0.574726 1.789095
-0.329684 -0.592524 1.786284
-0.312527 -0.609899 1.783406
-0.294567 -0.626816 1.780460
-0.275811 -0.643242 1.777445
-0.256269 -0.659142 1.774359
-0.235952 -0.674482 1.771200
-0.214873 -0.689228 1.767967
-0.193045 -0.703345 1.764659
-0.170483 -0.716800 1.761273
-0.147204 -0.729560 1.757809
-0.123227 -0.741590 1.754265
-0.098570 -0.752858 1.750640
-0.073256 -0.763332 1.746932
-0.047306 -0.772979 1.743141
-0.020745 -0.781769 1.739264
0.006401 -0.789669 1.735301
0.034106 -0.796651 1.731252
0.062340 -0.802685 1.727116
0.091074 -0.807741 1.722891
0.120277 -0.811794 1.718579
0.149915 -0.814816 1.714179
0.179954 -0.816781 1.709691
0.210358 -0.817666 1.705115
0.241091 -0.817446 1.700453
0.272113 -0.816100 1.695705
0.303386 -0.813608 1.690872
0.334869 -0.809949 1.685956
0.366519 -0.805107 1.680958
0.398293 -0.799064 1.675880
0.430147 -0.791807 1.670723
0.462036 -0.783322 1.665489
0.493913 -0.773598 1.660181
0.525731 -0.762625 1.654800
0.557443 -0.750396 1.649349
0.588999 -0.736905 1.643830
0.620349 -0.722148 1.638244
0.651445 -0.706123 1.632595
0.682235 -0.688830 1.626882
0.712667 -0.670271 1.621109
0.742691 -0.650451 1.615276
0.772255 -0.629376 1.609384
0.801305 -0.607053 1.603434
0.829792 -0.583495 1.597426
0.857661 -0.558713 1.591360
0.884860 -0.532723 1.585235
0.911339 -0.505542 1.579051
0.937044 -0.477190 1.572804
0.961924 -0.447687 1.566493
0.985928 -0.417059 1.560115
1.009005 -0.385331 1.553665
1.031106 -0.352532 1.547140
1.052179 -0.318692 1.540535
1.072177 -0.283844 1.533843
1.091052 -0.248024 1.527058
1.108757 -0.211269 1.520173
1.125245 -0.173618 1.513181
1.140472 -0.135114 1.506073
1.154394 -0.095799 1.498840
1.166968 -0.055720 1.491473
1.178155 -0.014926 1.483963
1.187914 0.026534 1.476299
1.196207 0.068607 1.468471
1.202998 0.111239 1.460469
1.208253 0.154374 1.452281
1.211939 0.197953 1.443898
1.214027 0.241917 1.435309
1.214486 0.286203 1.426504
1.213292 0.330747 1.417473
1.210421 0.375485 1.408206
1.205852 0.420349 1.398696
1.199565 0.465271 1.388934
1.191544 0.510180 1.378913
1.181778 0.555006 1.368626
1.170254 0.599676 1.358069
1.156967 0.644116 1.347236
1.141911 0.688252 1.336126
1.125086 0.732008 1.324737
1.106495 0.775308 1.313067
1.086142 0.818076 1.301118
1.064039 0.860235 1.288893
1.040196 0.901708 1.276393
1.014632 0.942418 1.263625
0.987366 0.982287 1.250595
0.958423 1.021240 1.237309
0.927829 1.059202 1.223776
0.895617 1.096096 1.210007
0.861821 1.131850 1.196011
0.826481 1.166391 1.181800
0.789639 1.199648 1.167386
0.751342 1.231552 1.152782
0.711640 1.262036 1.138001
0.670586 1.291034 1.123057
0.628236 1.318484 1.107963
0.584652 1.344326 1.092733
0.539897 1.368502 1.077382
0.494037 1.390957 1.061921
0.447142 1.411642 1.046365
0.399283 1.430506 1.030725
0.350536 1.447506 1.015014
0.300977 1.462600 0.999243
0.250687 1.475751 0.983421
0.199746 1.486924 0.967559
0.148238 1.496091 0.951665
0.096248 1.503225 0.935746
0.043862 1.508304 0.919809
-0.008832 1.511310 0.903859
-0.061746 1.512230 0.887902
-0.114790 1.511054 0.871940
-0.167874 1.507776 0.855977
-0.220908 1.502396 0.840014
-0.273801 1.494917 0.824053
-0.326463 1.485345 0.808095
-0.378803 1.473692 0.792139
-0.430731 1.459975 0.776185
-0.482159 1.444211 0.760232
-0.532996 1.426426 0.744280
-0.583157 1.406648 0.728327
-0.632555 1.384907 0.712372
-0.681105 1.361239 0.696414
-0.728724 1.335685 0.680453
-0.775331 1.308287 0.664488
-0.820845 1.279093 0.648520
-0.865191 1.248153 0.632548
-0.908293 1.215521 0.616573
-0.950078 1.181254 0.600598
-0.990478 1.145413 0.584625
-1.029425 1.108062 0.568657
-1.066855 1.069267 0.552697
-1.102707 1.029097 0.536750
-1.136926 0.987624 0.520822
-1.169455 0.944924 0.504917
-1.200246 0.901072 0.489043
-1.229252 0.856147 0.473207
-1.256429 0.810230 0.457415
-1.281739 0.763404 0.441677
-1.305147 0.715752 0.426000
-1.326623 0.667359 0.410393
-1.346138 0.618311 0.394865
-1.363672 0.568696 0.379425
-1.379204 0.518601 0.364081
-1.392722 0.468114 0.348842
-1.404216 0.417322 0.333717
-1.413679 0.366315 0.318715
-1.421109 0.315179 0.303843
-1.426511 0.264003 0.289109
-1.429890 0.212872 0.274520
-1.431256 0.161872 0.260084
-1.430625 0.111088 0.245805
-1.428016 0.060603 0.231690
-1.423449 0.010499 0.217745
-1.416952 -0.039145 0.203973
-1.408553 -0.088251 0.190379
-1.398286 -0.136741 0.176965
-1.386187 -0.184542 0.163736
-1.372294 -0.231583 0.150692
-1.356651 -0.277794 0.137837
-1.339301 -0.323107 0.125171
-1.320294 -0.367460 0.112696
-1.299679 -0.410791 0.100412
-1.277508 -0.453041 0.088319
-1.253838 -0.494154 0.076418
-1.228724 -0.534078 0.064708
-1.202225 -0.572763 0.053188
-1.174402 -0.610162 0.041859
-1.145317 -0.646232 0.030719
-1.115034 -0.680934 0.019767
-1.083616 -0.714228 0.009003
-1.051130 -0.746082 -0.001575
-1.017643 -0.776466 -0.011966
-0.983221 -0.805350 -0.022174
-0.947934 -0.832712 -0.032197
-0.911848 -0.858529 -0.042037
-0.875033 -0.882785 -0.051696
-0.837558 -0.905464 -0.061173
-0.799492 -0.926554 -0.070470
-0.760902 -0.946046 -0.079588
-0.721859 -0.963936 -0.088526
-0.682429 -0.980220 -0.097286
-0.642680 -0.994899 -0.105869
-0.602680 -1.007975 -0.114275
-0.562493 -1.019455 -0.122505
-0.522186 -1.029346 -0.130559
-0.481822 -1.037661 -0.138439
-0.441464 -1.044412 -0.146146
-0.401174 -1.049616 -0.153679
-0.361013 -1.053291 -0.161041
-0.321039 -1.055458 -0.168232
-0.281310 -1.056140 -0.175254
-0.241883 -1.055362 -0.182108
-0.202812 -1.053151 -0.188795
-0.164149 -1.049536 -0.195318
-0.125946 -1.044547 -0.201677
-0.088251 -1.038217 -0.207875
-0.051112 -1.030581 -0.213913
-0.014575 -1.021672 -0.219795
0.021318 -1.011529 -0.225521
0.056524 -1.000189 -0.231095
0.091004 -0.987691 -0.236520
0.124721 -0.974076 -0.241797
0.157639 -0.959384 -0.246929
0.189725 -0.943659 -0.251919
0.220947 -0.926943 -0.256770
0.251276 -0.909280 -0.261485
0.280685 -0.890713 -0.266067
0.309148 -0.871288 -0.270518
0.336643 -0.851050 -0.274842
0.363148 -0.830043 -0.279042
0.388644 -0.808314 -0.283119
0.413114 -0.785908 -0.287079
0.436543 -0.762872 -0.290922
0.458918 -0.739250 -0.294652
0.480227 -0.715089 -0.298272
0.500461 -0.690435 -0.301783
0.519613 -0.665332 -0.305190
0.537677 -0.639825 -0.308494
0.554648 -0.613960 -0.311697
0.570525 -0.587780 -0.314802
0.585308 -0.561329 -0.317811
0.598997 -0.534651 -0.320726
0.611596 -0.507788 -0.323549
0.623108 -0.480782 -0.326281
0.633541 -0.453674 -0.328924
0.642901 -0.426504 -0.331481
0.651197 -0.399313 -0.333951
0.658440 -0.372139 -0.336338
0.664641 -0.345020 -0.338641
0.669814 -0.317993 -0.340863
0.673971 -0.291094 -0.343004
0.677130 -0.264358 -0.345065
0.679306 -0.237820 -0.347048
0.680517 -0.211512 -0.348953
0.680782 -0.185466 -0.350781
0.680120 -0.159713 -0.352532
0.678551 -0.134282 -0.354208
0.676098 -0.109203 -0.355810
0.672781 -0.084503 -0.357337
0.668626 -0.060208 -0.358790
0.663653 -0.036342 -0.360171
0.657890 -0.012931 -0.361480
0.651359 0.010004 -0.362716
0.644087 0.032441 -0.363882
0.636099 0.054359 -0.364977
0.627422 0.075740 -0.366002
0.618083 0.096565 -0.366957
0.608108 0.116819 -0.367844
0.597526 0.136485 -0.368662
